gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,bachelor's degree,standard,completed,87,76,77
male,group B,some high school,standard,none,79,67,61
female,group E,bachelor's degree,standard,completed,88,93,95
male,group B,high school,free/reduced,none,63,57,54
male,group A,some college,standard,completed,87,76,81
female,group D,some high school,standard,completed,40,40,49
male,group D,master's degree,standard,completed,87,73,83
female,group D,some college,standard,completed,88,90,96
female,group A,high school,free/reduced,completed,69,69,74
male,group A,some college,free/reduced,completed,44,43,42
female,group C,bachelor's degree,free/reduced,completed,71,84,92
female,group B,some college,standard,completed,70,84,90
male,group C,associate's degree,standard,completed,90,86,84
male,group B,associate's degree,free/reduced,none,67,70,64
male,group C,some high school,free/reduced,completed,74,70,74
male,group C,some college,standard,completed,68,68,66
male,group C,master's degree,standard,completed,88,85,90
male,group B,master's degree,free/reduced,none,76,76,68
female,group E,some college,standard,none,76,74,75
female,group C,some high school,standard,none,72,68,76
female,group D,some college,standard,completed,80,87,95
female,group C,some high school,standard,completed,87,98,92
male,group E,some college,free/reduced,none,69,62,54
male,group C,high school,standard,none,63,61,57
male,group C,some college,free/reduced,none,56,56,57
female,group B,high school,free/reduced,completed,44,52,57
male,group E,some college,standard,none,89,92,86
male,group B,some high school,standard,none,59,55,49
female,group E,bachelor's degree,standard,completed,92,94,99
female,group E,master's degree,standard,none,79,86,87
male,group C,master's degree,standard,none,85,81,75
male,group D,some college,standard,none,71,70,74
female,group C,some college,standard,completed,66,84,86
female,group C,some high school,free/reduced,completed,64,77,78
female,group C,some high school,standard,none,63,70,70
male,group B,some college,free/reduced,none,42,36,36
female,group A,high school,standard,none,62,78,67
female,group D,some college,standard,completed,83,100,99
male,group E,some high school,free/reduced,none,82,82,80
female,group C,some college,standard,none,93,100,96
female,group D,some high school,standard,completed,80,85,86
female,group B,high school,free/reduced,completed,42,58,58
male,group B,some high school,standard,completed,78,69,71
female,group C,high school,free/reduced,completed,38,48,42
female,group D,some high school,free/reduced,completed,48,62,67
male,group E,high school,standard,none,57,54,50
male,group E,high school,standard,none,84,74,74
female,group B,bachelor's degree,free/reduced,completed,69,79,75
female,group C,some college,standard,none,78,86,89
female,group D,some high school,standard,none,87,85,89
female,group C,high school,free/reduced,completed,31,40,35
male,group D,associate's degree,standard,none,70,71,63
female,group A,associate's degree,standard,none,54,57,57
male,group D,some high school,free/reduced,none,71,71,67
female,group E,associate's degree,standard,none,74,78,81
female,group E,some college,standard,none,65,60,60
female,group D,high school,standard,none,92,92,94
female,group A,associate's degree,standard,none,74,85,87
male,group D,some college,standard,none,87,71,70
female,group C,some college,standard,none,72,80,79
female,group E,some college,free/reduced,completed,79,80,77
female,group C,associate's degree,standard,none,59,77,76
male,group C,some college,free/reduced,completed,54,59,58
female,group B,some college,standard,completed,59,63,69
male,group D,some college,standard,none,75,71,72
female,group C,associate's degree,free/reduced,none,54,58,51
male,group A,high school,standard,none,61,50,52
female,group E,bachelor's degree,standard,completed,53,53,59
female,group C,some college,free/reduced,none,41,65,62
female,group C,bachelor's degree,standard,completed,61,64,65
female,group B,some high school,standard,none,69,63,66
female,group D,master's degree,free/reduced,completed,69,75,82
male,group C,high school,standard,none,68,69,64
male,group C,high school,standard,completed,63,63,59
female,group D,some college,standard,none,68,69,71
female,group B,high school,standard,none,63,77,65
male,group C,some high school,standard,completed,54,57,58
female,group C,bachelor's degree,standard,none,47,63,57
male,group E,some college,standard,none,67,63,60
male,group B,some college,free/reduced,none,65,61,61
female,group E,some college,free/reduced,none,72,61,69
female,group C,some high school,standard,none,54,56,55
male,group B,some high school,standard,none,73,74,68
female,group B,associate's degree,standard,none,59,74,73
female,group B,some college,standard,none,66,74,76
female,group E,master's degree,standard,none,91,86,91
female,group D,some college,free/reduced,completed,42,66,64
female,group C,high school,standard,none,75,87,81
male,group C,some college,standard,none,97,89,82
male,group C,some college,free/reduced,completed,72,74,70
female,group D,associate's degree,standard,completed,78,83,85
male,group B,high school,free/reduced,completed,64,59,61
male,group C,some high school,standard,completed,61,60,56
male,group D,some high school,free/reduced,none,65,59,52
male,group A,some high school,standard,completed,89,94,86
male,group D,some college,free/reduced,completed,84,85,87
female,group A,some college,standard,none,51,59,62
male,group D,bachelor's degree,free/reduced,none,81,77,69
male,group B,master's degree,standard,completed,97,100,100
male,group C,associate's degree,free/reduced,none,38,46,41
male,group D,some college,standard,completed,60,47,55
male,group C,high school,free/reduced,none,60,65,60
male,group C,some high school,standard,completed,75,67,68
female,group C,some high school,free/reduced,none,54,76,72
female,group E,high school,standard,none,64,62,61
male,group D,high school,free/reduced,completed,67,63,65
female,group B,master's degree,standard,none,62,75,69
female,group D,some college,free/reduced,none,55,66,66
female,group C,high school,free/reduced,none,50,65,59
female,group A,some college,free/reduced,completed,49,61,64
female,group C,some high school,standard,completed,74,86,81
male,group B,high school,free/reduced,completed,82,84,81
male,group D,high school,free/reduced,completed,41,38,44
male,group B,some high school,standard,none,80,72,67
female,group D,some college,free/reduced,completed,77,93,96
female,group D,high school,standard,none,60,55,56
female,group D,master's degree,free/reduced,none,43,53,58
female,group B,bachelor's degree,standard,completed,80,81,86
male,group C,some high school,standard,none,68,55,55
male,group D,high school,standard,none,94,88,88
female,group C,some college,standard,completed,75,72,81
male,group C,some high school,standard,none,80,85,80
female,group C,bachelor's degree,free/reduced,none,67,82,88
male,group C,associate's degree,standard,none,87,76,68
female,group C,master's degree,standard,none,54,61,64
female,group B,some high school,standard,none,65,67,70
female,group C,bachelor's degree,free/reduced,completed,80,99,96
male,group E,some college,free/reduced,none,85,70,65
female,group C,bachelor's degree,standard,none,66,71,72
female,group C,some high school,standard,completed,56,57,59
female,group D,some high school,free/reduced,none,52,62,57
female,group B,some college,standard,completed,86,88,100
female,group D,high school,standard,none,67,73,71
female,group D,associate's degree,standard,completed,73,80,90
female,group C,high school,standard,none,74,79,73
female,group B,some high school,standard,none,65,77,73
male,group E,associate's degree,standard,none,56,55,51
female,group E,bachelor's degree,standard,completed,100,100,100
male,group B,bachelor's degree,standard,none,55,58,54
female,group A,associate's degree,free/reduced,completed,68,88,93
female,group E,high school,free/reduced,completed,85,87,87
male,group C,high school,free/reduced,none,36,38,32
male,group D,high school,standard,none,66,58,54
male,group D,master's degree,standard,completed,57,64,61
male,group D,some high school,standard,none,48,47,46
female,group C,some college,free/reduced,completed,62,66,67
female,group D,associate's degree,standard,completed,73,80,87
male,group C,some high school,free/reduced,none,54,58,53
female,group B,some high school,free/reduced,none,36,47,42
female,group D,some college,free/reduced,completed,52,59,61
male,group B,some college,free/reduced,none,44,52,46
male,group D,associate's degree,standard,none,61,48,53
male,group B,some college,free/reduced,completed,63,71,71
female,group B,associate's degree,standard,none,45,54,51
female,group B,high school,free/reduced,none,55,73,65
male,group D,some high school,standard,none,93,80,83
male,group C,associate's degree,standard,none,89,97,92
male,group D,some college,standard,completed,63,61,54
female,group C,some high school,standard,none,58,72,67
female,group E,bachelor's degree,free/reduced,completed,93,96,99
male,group C,high school,standard,completed,77,78,77
male,group C,some high school,standard,none,63,59,55
female,group C,associate's degree,free/reduced,none,65,73,72
female,group C,some college,free/reduced,none,66,81,75
female,group D,some high school,standard,completed,85,98,99
male,group B,associate's degree,free/reduced,none,36,37,38
female,group C,some college,standard,none,50,52,49
female,group B,bachelor's degree,free/reduced,none,49,59,53
male,group B,some college,standard,completed,79,77,80
female,group C,some high school,standard,completed,60,72,73
male,group C,some college,standard,none,65,53,60
male,group B,high school,standard,none,32,31,26
male,group C,high school,standard,none,58,52,43
male,group C,some high school,standard,none,74,74,68
male,group D,high school,standard,none,52,45,43
male,group C,some college,standard,completed,85,86,84
female,group E,high school,standard,none,98,99,93
male,group B,bachelor's degree,free/reduced,completed,57,72,74
female,group C,high school,free/reduced,completed,40,52,49
male,group B,associate's degree,standard,none,85,71,71
female,group C,bachelor's degree,standard,none,72,72,79
female,group E,associate's degree,standard,completed,90,93,96
female,group D,associate's degree,standard,none,91,88,88
male,group B,some high school,standard,none,56,56,50
female,group E,high school,free/reduced,none,69,73,71
female,group D,some high school,standard,none,76,93,84
female,group D,some high school,standard,none,63,76,75
male,group D,some college,free/reduced,none,52,53,56
male,group B,associate's degree,standard,none,75,69,65
female,group C,some college,standard,none,49,69,61
female,group B,associate's degree,standard,none,86,86,91
female,group C,high school,standard,none,81,83,86
female,group C,bachelor's degree,standard,completed,85,97,95
female,group D,associate's degree,standard,completed,67,84,81
male,group B,high school,standard,completed,73,77,73
female,group D,high school,free/reduced,completed,49,64,65
female,group C,some high school,standard,none,59,74,65
male,group D,high school,standard,none,71,55,57
male,group C,some high school,standard,completed,85,85,88
male,group E,associate's degree,standard,completed,100,98,95
female,group B,some high school,standard,completed,73,91,92
female,group C,high school,free/reduced,completed,52,57,60
female,group D,bachelor's degree,standard,none,84,85,90
female,group B,bachelor's degree,free/reduced,none,60,71,68
male,group D,bachelor's degree,standard,completed,79,72,75
male,group C,associate's degree,free/reduced,none,55,55,43
female,group C,high school,free/reduced,none,57,64,67
female,group A,associate's degree,free/reduced,completed,56,71,72
female,group A,some college,free/reduced,none,26,43,42
male,group C,some college,free/reduced,completed,75,76,73
female,group C,bachelor's degree,standard,none,54,55,57
female,group E,high school,free/reduced,none,53,70,62
male,group E,associate's degree,standard,completed,93,82,83
female,group C,associate's degree,standard,none,89,84,87
female,group E,associate's degree,standard,completed,100,100,100
male,group B,bachelor's degree,standard,none,89,74,77
male,group C,high school,standard,none,67,65,58
male,group D,bachelor's degree,standard,completed,92,86,94
male,group C,bachelor's degree,standard,none,86,78,79
female,group B,some high school,free/reduced,none,34,55,49
male,group B,bachelor's degree,standard,completed,92,88,93
female,group C,some high school,standard,none,61,64,59
female,group B,some college,standard,completed,79,90,93
female,group C,associate's degree,standard,completed,60,78,78
male,group B,some college,standard,none,68,60,62
female,group D,associate's degree,standard,completed,75,80,87
male,group D,high school,standard,none,75,70,63
female,group D,high school,free/reduced,completed,63,81,82
male,group B,some high school,standard,completed,79,84,76
female,group C,associate's degree,standard,none,81,94,87
male,group C,bachelor's degree,standard,none,91,74,76
female,group C,some college,standard,none,64,81,70
male,group B,bachelor's degree,standard,none,58,49,53
male,group C,bachelor's degree,standard,none,61,62,51
female,group C,high school,standard,none,82,97,96
female,group D,some college,free/reduced,completed,82,96,100
male,group C,high school,standard,none,58,56,48
male,group C,bachelor's degree,standard,none,78,75,69
male,group C,associate's degree,standard,none,89,89,79
male,group E,some high school,free/reduced,completed,80,69,71
female,group C,associate's degree,standard,none,75,83,77
female,group E,high school,free/reduced,completed,65,70,73
female,group E,master's degree,standard,none,89,81,88
male,group D,some college,standard,none,85,87,82
male,group C,some high school,free/reduced,completed,58,67,65
female,group D,some high school,free/reduced,none,40,58,58
male,group A,associate's degree,standard,none,85,75,77
female,group C,bachelor's degree,standard,completed,46,58,56
female,group B,bachelor's degree,free/reduced,none,52,59,64
male,group D,some college,standard,completed,66,68,69
female,group B,some college,standard,none,54,60,54
female,group B,associate's degree,standard,none,51,58,58
female,group C,associate's degree,free/reduced,none,43,59,55
male,group C,associate's degree,standard,none,89,88,84
male,group C,some high school,standard,completed,66,74,71
male,group B,master's degree,free/reduced,none,81,82,74
male,group B,bachelor's degree,standard,completed,50,55,59
male,group C,some high school,free/reduced,none,39,47,44
male,group C,some college,standard,none,78,71,75
male,group C,associate's degree,standard,completed,79,82,73
male,group D,associate's degree,standard,none,86,72,79
female,group C,master's degree,standard,none,82,80,84
male,group C,associate's degree,standard,completed,89,82,85
male,group D,high school,standard,none,68,69,58
male,group D,high school,free/reduced,none,64,63,61
female,group B,high school,standard,none,53,57,55
male,group C,some high school,free/reduced,none,55,49,51
male,group C,associate's degree,standard,completed,65,58,55
male,group B,high school,standard,completed,92,98,96
female,group D,high school,standard,completed,63,74,71
male,group A,master's degree,free/reduced,none,88,82,82
male,group B,bachelor's degree,standard,completed,92,95,95
female,group D,bachelor's degree,free/reduced,none,50,66,63
female,group C,master's degree,standard,none,82,92,88
male,group C,high school,standard,none,55,50,48
female,group C,master's degree,free/reduced,none,58,72,67
female,group C,some high school,standard,none,48,62,59
male,group C,some college,free/reduced,none,78,72,65
male,group B,some college,free/reduced,completed,51,53,57
male,group A,high school,standard,completed,77,69,61
male,group D,high school,standard,completed,93,84,88
male,group C,master's degree,standard,completed,85,73,74
female,group C,some high school,standard,none,70,82,82
male,group D,some high school,free/reduced,completed,39,53,49
female,group B,some high school,free/reduced,none,18,34,31
female,group B,associate's degree,standard,none,59,79,75
male,group A,high school,free/reduced,none,74,72,63
female,group B,some college,free/reduced,none,48,63,50
female,group D,associate's degree,standard,none,73,77,83
female,group B,associate's degree,free/reduced,none,37,63,56
female,group D,some high school,standard,none,72,78,81
female,group B,some high school,standard,none,66,72,72
male,group A,some college,standard,none,59,67,61
female,group D,some high school,standard,completed,60,71,78
female,group C,high school,free/reduced,completed,55,76,73
male,group C,some high school,free/reduced,none,44,50,48
female,group E,high school,standard,none,51,58,54
male,group C,some high school,standard,none,66,58,60
female,group D,some college,standard,completed,94,100,100
female,group D,associate's degree,free/reduced,none,43,55,57
female,group C,high school,standard,none,54,56,49
female,group C,high school,free/reduced,completed,46,61,57
male,group C,some college,free/reduced,none,41,40,34
male,group D,bachelor's degree,standard,completed,100,99,100
female,group D,associate's degree,standard,completed,59,57,68
male,group D,some high school,free/reduced,none,49,36,34
male,group D,associate's degree,standard,none,76,60,62
male,group C,some college,standard,none,75,71,67
male,group B,bachelor's degree,standard,none,80,86,84
male,group C,bachelor's degree,standard,none,66,61,59
female,group E,high school,free/reduced,none,36,49,43
female,group D,some college,standard,completed,65,72,76
male,group E,some college,free/reduced,none,62,58,49
male,group C,some high school,standard,none,46,44,36
male,group C,high school,standard,completed,79,70,75
male,group C,high school,standard,none,77,74,71
male,group C,high school,standard,none,41,22,27
female,group D,master's degree,free/reduced,completed,70,78,81
female,group D,some college,standard,completed,80,92,95
female,group A,high school,standard,completed,52,64,70
male,group B,some college,standard,none,87,90,85
female,group C,high school,standard,completed,39,57,48
male,group E,some college,standard,none,77,67,61
female,group D,high school,standard,none,75,79,77
female,group D,associate's degree,free/reduced,none,43,57,50
female,group B,high school,standard,none,59,72,61
female,group D,some high school,free/reduced,completed,52,68,62
female,group D,bachelor's degree,standard,completed,84,95,97
female,group C,associate's degree,standard,completed,72,87,88
male,group D,high school,standard,none,80,82,74
female,group E,some college,standard,none,99,100,100
male,group C,bachelor's degree,standard,completed,57,56,54
male,group B,high school,free/reduced,none,53,54,44
male,group B,some college,free/reduced,completed,72,78,75
male,group B,some high school,free/reduced,completed,46,41,42
male,group C,bachelor's degree,free/reduced,none,53,42,42
female,group C,high school,free/reduced,none,50,66,61
female,group D,some college,standard,none,72,85,84
male,group D,some high school,standard,none,81,86,74
male,group C,associate's degree,free/reduced,none,61,48,51
female,group C,bachelor's degree,standard,none,73,80,87
male,group D,some college,free/reduced,none,55,47,39
female,group D,bachelor's degree,standard,completed,54,65,64
female,group C,some college,standard,completed,77,95,95
male,group C,high school,standard,none,53,59,46
male,group D,high school,free/reduced,none,45,56,57
female,group C,some high school,standard,none,61,62,58
male,group A,some college,free/reduced,completed,68,78,69
female,group D,some high school,free/reduced,none,27,35,38
male,group B,some high school,standard,completed,95,85,85
male,group E,associate's degree,standard,none,100,100,97
male,group C,master's degree,standard,none,64,57,51
male,group A,associate's degree,standard,none,72,65,60
male,group A,high school,free/reduced,none,57,60,57
male,group D,associate's degree,free/reduced,completed,69,70,72
female,group B,high school,standard,completed,64,73,77
female,group D,some college,standard,none,80,80,77
female,group D,some college,standard,none,80,82,80
female,group A,some college,standard,none,56,73,68
male,group E,high school,standard,none,75,63,60
male,group E,associate's degree,standard,none,81,69,67
male,group B,some high school,free/reduced,none,54,44,39
male,group C,associate's degree,free/reduced,none,49,41,40
female,group E,some high school,standard,none,84,83,82
female,group D,some college,free/reduced,completed,70,87,86
male,group D,master's degree,standard,none,67,68,74
male,group B,some college,standard,none,74,72,68
male,group C,associate's degree,standard,completed,80,68,69
female,group C,some college,standard,none,47,56,58
female,group E,associate's degree,free/reduced,none,70,68,72
male,group D,some high school,standard,none,59,60,58
female,group A,some high school,standard,none,66,70,76
female,group B,high school,standard,none,70,73,67
female,group B,some college,free/reduced,none,42,57,53
male,group D,some high school,standard,none,50,46,45
male,group C,associate's degree,standard,none,75,70,69
female,group C,some high school,free/reduced,completed,38,43,48
female,group B,some college,free/reduced,completed,67,71,78
female,group E,high school,free/reduced,completed,77,82,79
female,group A,high school,standard,none,38,40,47
male,group D,bachelor's degree,standard,completed,79,73,81
female,group C,some college,standard,none,61,69,71
male,group B,associate's degree,standard,completed,85,77,76
female,group A,some college,standard,completed,59,70,74
female,group E,high school,standard,none,73,81,74
male,group B,associate's degree,free/reduced,none,72,62,61
female,group E,high school,free/reduced,none,68,72,63
female,group D,associate's degree,free/reduced,completed,81,100,100
female,group D,high school,standard,completed,66,74,73
male,group C,associate's degree,standard,completed,67,74,71
male,group C,high school,standard,none,53,50,48
female,group B,associate's degree,standard,none,56,62,63
female,group C,high school,standard,completed,78,84,88
male,group E,associate's degree,standard,completed,100,100,98
male,group A,some high school,standard,completed,63,62,70
male,group D,master's degree,free/reduced,none,65,65,69
female,group D,associate's degree,standard,none,78,70,75
male,group B,high school,standard,none,79,86,76
female,group D,high school,free/reduced,completed,49,68,73
male,group D,some high school,standard,none,74,63,61
female,group E,high school,standard,none,69,71,71
male,group D,high school,standard,none,54,48,48
male,group B,bachelor's degree,free/reduced,none,71,72,69
male,group D,some high school,standard,none,37,43,35
female,group C,high school,standard,none,64,72,68
male,group B,some high school,free/reduced,none,71,65,57
male,group D,some college,standard,none,65,56,54
female,group D,associate's degree,free/reduced,completed,57,65,70
male,group D,some college,free/reduced,none,73,73,71
male,group C,high school,free/reduced,completed,41,37,35
male,group D,some high school,free/reduced,none,47,47,41
male,group D,high school,standard,completed,88,76,85
male,group D,some college,standard,none,60,56,59
female,group B,some high school,free/reduced,none,52,73,69
male,group C,associate's degree,standard,none,77,76,70
male,group B,bachelor's degree,free/reduced,none,61,68,61
female,group B,high school,standard,none,50,63,59
male,group A,associate's degree,standard,none,78,82,80
female,group E,associate's degree,standard,completed,94,100,100
male,group E,associate's degree,free/reduced,none,70,69,64
male,group C,some college,standard,completed,72,63,67
female,group D,master's degree,standard,none,62,78,76
male,group C,high school,standard,completed,70,74,71
male,group D,associate's degree,standard,completed,79,80,84
male,group C,some college,standard,none,80,79,80
female,group C,high school,standard,none,80,83,77
female,group C,master's degree,standard,completed,85,98,96
female,group D,associate's degree,free/reduced,none,59,73,70
male,group B,associate's degree,standard,completed,86,80,78
male,group C,bachelor's degree,free/reduced,none,63,67,66
male,group C,high school,standard,completed,62,65,60
male,group D,associate's degree,standard,completed,81,92,88
female,group C,bachelor's degree,free/reduced,none,59,70,71
male,group C,some college,standard,completed,90,71,78
male,group D,some college,standard,none,75,64,68
female,group D,high school,standard,none,67,74,75
male,group D,some college,standard,none,70,50,56
female,group C,some high school,standard,none,36,40,37
female,group C,bachelor's degree,free/reduced,none,59,73,66
male,group C,some college,free/reduced,none,74,71,69
female,group B,some college,standard,completed,58,70,63
female,group C,high school,standard,none,66,69,63
male,group D,some high school,free/reduced,none,41,50,39
male,group D,associate's degree,standard,none,47,47,38
female,group B,some college,standard,completed,91,93,96
male,group E,master's degree,standard,none,94,97,88
male,group C,some high school,standard,none,56,54,51
female,group E,bachelor's degree,free/reduced,none,92,98,97
male,group C,some high school,standard,completed,58,64,60
female,group D,associate's degree,free/reduced,none,44,50,50
female,group E,bachelor's degree,free/reduced,none,85,81,84
female,group C,high school,standard,completed,61,71,71
male,group B,associate's degree,free/reduced,completed,46,48,38
female,group E,some high school,standard,none,77,85,78
male,group E,associate's degree,free/reduced,none,85,94,84
female,group D,some college,free/reduced,completed,59,70,71
female,group C,some college,free/reduced,none,43,47,52
female,group C,high school,standard,completed,52,54,60
female,group E,some high school,standard,none,83,93,84
female,group B,high school,free/reduced,none,61,68,65
male,group E,bachelor's degree,free/reduced,completed,94,92,95
female,group C,high school,standard,none,49,65,59
female,group E,high school,standard,completed,58,54,54
male,group C,some college,standard,none,74,72,68
female,group D,associate's degree,standard,completed,70,73,77
male,group B,master's degree,standard,none,75,67,69
male,group B,some college,free/reduced,none,53,59,48
female,group C,high school,free/reduced,none,77,92,84
male,group D,high school,standard,none,59,62,54
male,group C,high school,free/reduced,completed,78,77,76
male,group E,some college,standard,none,84,73,68
male,group D,some college,standard,completed,72,63,68
male,group C,high school,standard,completed,66,66,63
female,group A,bachelor's degree,standard,none,57,68,72
male,group C,high school,free/reduced,none,33,38,32
female,group D,master's degree,standard,completed,86,99,100
female,group D,master's degree,standard,completed,84,96,98
female,group D,master's degree,standard,completed,72,76,80
female,group A,some high school,standard,completed,67,66,75
female,group D,some high school,standard,none,85,83,93
female,group A,associate's degree,standard,completed,48,59,65
male,group C,some high school,standard,none,87,81,75
female,group D,some high school,standard,none,65,94,89
male,group B,some college,free/reduced,completed,56,51,59
male,group E,associate's degree,free/reduced,none,70,67,67
female,group E,associate's degree,free/reduced,completed,51,63,67
female,group B,high school,standard,none,60,70,70
female,group E,master's degree,standard,completed,95,100,100
female,group A,some high school,standard,none,61,64,61
male,group C,high school,free/reduced,completed,43,45,48
male,group D,master's degree,free/reduced,none,82,68,75
male,group C,associate's degree,free/reduced,none,77,71,64
female,group C,high school,standard,none,61,79,76
male,group B,some college,standard,completed,79,75,74
female,group A,associate's degree,standard,none,71,79,78
female,group A,associate's degree,standard,none,66,67,66
male,group C,high school,standard,none,72,75,64
female,group D,associate's degree,free/reduced,completed,62,68,71
male,group C,high school,standard,none,52,52,47
female,group D,some college,standard,none,58,54,54
male,group C,some high school,standard,none,61,55,51
male,group B,associate's degree,free/reduced,none,57,58,56
male,group A,associate's degree,free/reduced,none,57,60,49
female,group B,associate's degree,standard,none,70,78,80
female,group A,bachelor's degree,standard,completed,65,86,75
female,group D,some high school,standard,none,69,62,65
female,group B,master's degree,standard,completed,71,87,91
male,group E,associate's degree,free/reduced,none,59,55,56
female,group D,associate's degree,free/reduced,none,71,80,80
female,group B,bachelor's degree,standard,completed,87,94,100
female,group B,some college,free/reduced,completed,61,81,74
male,group B,high school,standard,none,83,82,80
female,group C,some college,free/reduced,none,35,51,53
female,group E,high school,free/reduced,none,63,70,67
male,group C,high school,standard,none,55,54,49
female,group E,high school,free/reduced,none,62,79,76
male,group C,some high school,free/reduced,none,58,55,53
female,group C,high school,standard,completed,81,82,80
female,group D,bachelor's degree,free/reduced,none,34,46,45
male,group D,associate's degree,free/reduced,none,78,72,63
male,group B,high school,free/reduced,none,73,81,66
male,group D,some college,standard,none,66,51,56
female,group B,associate's degree,standard,none,86,85,86
male,group D,high school,standard,completed,83,86,84
female,group E,high school,free/reduced,none,60,64,54
female,group B,some high school,standard,none,76,88,79
female,group C,some college,free/reduced,completed,78,80,82
female,group C,associate's degree,standard,none,67,72,68
female,group D,high school,free/reduced,none,70,80,72
male,group C,some college,free/reduced,none,41,46,43
male,group C,some college,standard,none,63,61,57
female,group D,some college,free/reduced,none,58,74,69
female,group E,bachelor's degree,standard,none,81,79,79
male,group C,some high school,standard,none,60,50,49
male,group C,some college,standard,none,75,84,80
male,group C,high school,free/reduced,completed,66,72,68
male,group E,some high school,standard,none,53,50,44
female,group D,bachelor's degree,free/reduced,completed,57,67,72
male,group A,high school,standard,none,77,77,67
female,group C,high school,free/reduced,none,39,49,44
male,group D,some college,free/reduced,none,72,80,73
male,group D,associate's degree,free/reduced,completed,96,98,97
female,group D,some college,free/reduced,none,62,69,72
male,group C,some college,standard,completed,90,86,81
female,group D,some high school,free/reduced,completed,30,44,44
male,group C,associate's degree,free/reduced,none,76,75,64
male,group C,some college,standard,none,60,61,62
female,group E,high school,free/reduced,none,74,83,83
male,group C,some college,standard,none,82,70,64
female,group D,associate's degree,standard,none,64,77,81
female,group C,high school,standard,completed,73,79,86
male,group D,some high school,standard,completed,67,70,65
female,group C,some college,free/reduced,completed,81,100,90
female,group D,master's degree,standard,completed,86,78,82
female,group D,bachelor's degree,standard,none,65,76,71
male,group C,some college,standard,none,43,42,42
female,group B,high school,standard,none,60,65,68
male,group E,associate's degree,free/reduced,none,63,58,56
female,group C,some college,standard,completed,80,84,92
female,group C,high school,free/reduced,none,49,62,58
male,group E,some college,standard,none,89,79,76
male,group B,bachelor's degree,standard,completed,96,91,82
female,group B,high school,standard,none,68,80,73
female,group B,some college,free/reduced,completed,39,53,54
female,group D,some college,standard,none,98,97,100
male,group B,high school,standard,none,89,81,80
male,group E,some college,free/reduced,completed,64,58,56
male,group C,high school,standard,none,76,65,67
male,group E,some college,standard,none,67,65,61
female,group E,master's degree,standard,completed,76,84,88
male,group B,some high school,free/reduced,none,45,49,45
male,group C,bachelor's degree,standard,completed,81,93,88
male,group D,some high school,standard,none,92,87,84
male,group D,some high school,standard,none,90,88,87
male,group C,some college,standard,completed,75,77,81
male,group A,bachelor's degree,standard,none,59,48,46
male,group B,high school,standard,none,96,80,78
female,group D,some college,standard,none,61,71,68
male,group A,some college,standard,none,98,87,83
male,group C,master's degree,free/reduced,none,78,80,82
female,group C,associate's degree,standard,none,93,95,90
female,group D,master's degree,free/reduced,completed,65,78,83
male,group B,high school,free/reduced,none,61,61,65
female,group C,some college,free/reduced,none,76,86,79
female,group C,some high school,free/reduced,none,35,46,51
female,group B,high school,standard,none,61,69,70
male,group C,some high school,standard,completed,61,75,75
female,group C,some college,standard,none,87,92,93
male,group C,master's degree,standard,none,82,78,72
male,group D,associate's degree,standard,none,87,66,68
female,group D,some college,standard,none,69,76,78
male,group E,some high school,standard,none,78,81,70
female,group B,some college,standard,none,88,96,93
female,group E,some college,standard,none,37,28,34
male,group D,master's degree,standard,none,100,91,84
female,group C,some college,free/reduced,none,46,67,59
male,group B,high school,free/reduced,completed,42,46,47
female,group B,associate's degree,standard,completed,63,68,78
female,group D,some college,standard,none,46,58,61
female,group D,high school,standard,completed,73,98,99
male,group D,high school,standard,none,61,61,56
female,group D,some college,free/reduced,none,43,49,53
female,group B,high school,free/reduced,none,42,45,41
male,group C,bachelor's degree,free/reduced,none,73,70,65
female,group C,associate's degree,standard,none,87,80,83
female,group B,high school,free/reduced,completed,61,74,69
female,group C,some college,free/reduced,completed,72,91,88
female,group D,master's degree,standard,none,87,88,83
male,group E,master's degree,standard,none,59,56,49
female,group C,some high school,standard,none,59,71,70
female,group D,master's degree,free/reduced,none,37,47,46
male,group B,some college,free/reduced,none,61,68,59
male,group D,associate's degree,standard,none,75,79,80
female,group D,bachelor's degree,free/reduced,completed,58,73,78
male,group C,bachelor's degree,standard,completed,75,77,78
male,group B,bachelor's degree,standard,none,57,59,61
male,group E,bachelor's degree,free/reduced,none,64,49,50
male,group C,some high school,free/reduced,completed,62,67,66
female,group D,some high school,standard,completed,73,83,87
female,group D,master's degree,standard,none,67,68,77
male,group C,some high school,standard,none,66,56,57
female,group C,associate's degree,standard,none,56,58,64
female,group B,associate's degree,standard,completed,65,77,81
female,group B,bachelor's degree,free/reduced,none,73,91,86
male,group C,associate's degree,standard,none,52,44,38
male,group D,associate's degree,standard,none,88,82,73
female,group C,some high school,standard,completed,56,68,64
male,group D,some college,free/reduced,none,35,29,31
female,group D,associate's degree,standard,none,59,68,67
female,group B,associate's degree,standard,completed,61,70,69
female,group E,master's degree,standard,none,82,80,75
female,group D,bachelor's degree,standard,none,55,75,70
female,group B,associate's degree,standard,completed,75,92,88
male,group D,high school,standard,completed,80,65,63
male,group A,high school,free/reduced,none,33,35,29
male,group C,some high school,standard,none,48,43,40
female,group B,some college,free/reduced,completed,59,75,79
female,group C,high school,free/reduced,none,54,59,58
male,group A,some college,standard,none,75,60,63
